,comment,likes,label,score
26,I just ordered an Ipad Air yesterday and it's gonna arrive in 5 days. Watching this makes me over excited! XD,33,positive,0.9900243282318115
27,"They break if the impact is strong. Even if the iPad don't break,the body will scratch.it's use the same body element as the macbook.it allows a little bending.but not so much because of the internal hardware.",1,neutral,0.597779393196106
28,looks quite good compared to the heavier iPad 2,2,positive,0.9432234764099121
29,Me even after 7 years  seeing on iPad Air planing to take a new iPad soon.,3,positive,0.520769476890564
30,"It's lighter, thinner, has twice as fast processing power and twice as fast Wi-Fi. Fine if you don't want to get it because you already have the mini, but they're not the same.",1,neutral,0.43187791109085083
31,"Windows Surface 2 definitely!  It has USB port, keyboard, and many other features (Microsoft Word) for school and work.  ",1,positive,0.9597831964492798
32,Watching this on my first gen iPad Air <3,3,neutral,0.6872191429138184
33,Let`s talk about that topic again when both Games launched and we can actually compare those :-),1,positive,0.5821699500083923
34,THIS is the tablet I want. But I still have no real reason to buy a tablet... =/,1,negative,0.7440072298049927
35,Im getting this cannot wait! >_<,1,positive,0.9863026738166809
36,Simplemente hermosa,1,neutral,0.6766029000282288
37,I actually had that iPad for 5 years but with android tablets I only had it for a few months because it was fragile,1,neutral,0.5636622905731201
38,just amazing !!,1,positive,0.9686466455459595
39,"I just get mine a couple days ago, i love it!!!!",1,positive,0.9888745546340942
40,This is awesome :),1,positive,0.983228862285614
41,"Yup, next year they'll make an iPad Pro with a 13 "" screen. ",1,neutral,0.4941089451313019
42,Getting one of these tomorrow mush.  !!!,1,positive,0.7354804277420044
43,what a awesome product from Apple ,1,positive,0.9888267517089844
44,буду брать air он классный!!!,1,neutral,0.6100886464118958
45,I think it is a good official parody from Apple since it is almost the same with iPad 4th gen. Apple should think more creative and make an innovative product like in Steve's era,1,positive,0.875693142414093
46,i just got one and i love it!!!,4,positive,0.989300012588501
47,"All of Apple's apps that they designed for iOS 7 are 64-bit, and they're asking developers to make 64-bit applications in the future. Agree though that it makes no sense to upgrade from the iPad you have. ",1,neutral,0.6726919412612915
48,I have had ipad air now for 1 and half years and it s been great! Even after the start exitiment,1,positive,0.9742466807365417
49,I'm a college student. Which would be better? Ipad Air or Windows Surface 2? ,1,neutral,0.6654877662658691
50,Apple products are really more durable and reliable compared to other smart devices. ,1,positive,0.9596448540687561
51,"I love it , i really want it ",1,positive,0.9808394908905029
52,Legends never die ;-) At least that`s what Elvis told me an hour ago ;D,5,positive,0.9157400131225586
53,Man i really want this iPad air!! it would be my first tablet,25,positive,0.9851599931716919
54,This guy's are some very good actors,1,positive,0.9607612490653992
55,Apple is such an elegant brand! I will forever support .,2,positive,0.9854254126548767
56,"That's the point, it's so it doesn't necessarily look as awkward, and more professional. ",1,neutral,0.6953462958335876
57,"Guy just randomly FaceTimeing from the top of the cliff: hehe this is safe and completely logical!

Me: ya know there’s dead spots in LTE up there",3,positive,0.6166771054267883
58,Watching this on iPad Air!     :)   So cool!,2,positive,0.9894620776176453
59,"Ipad air, making your Ipad less of a Ipad. I wish Steve jobs could see this maybe he would be able to make some sense into them and be like hey people want a Ipad for its size and power sliming it down would be nice but not taking away from the size of the screen. I don't care what they say its still going to shader like glass when it falls. Still love there computers though at least they have that on track.",1,neutral,0.5475214123725891
60,This sounds like a freakin parody! :-D,1,negative,0.45977532863616943
61,Anyone here after the new iPad Air announcement?,10,neutral,0.8626735210418701
62,"It's funny how the models in Apple's ads are all multicultural but Apple's top brass are all unicultural (white). Oh well, you can't blame them for that; all companies want to hire only the best and the brightest. I just think it's funny that no one ever seems to notice the contradiction in Apple's visuals.",1,neutral,0.5641489028930664
63,I'll still love my mini.,1,positive,0.95372074842453
64,Why doesn’t Jony ever change his shirt?,2,neutral,0.538136899471283
65,SAMSUUUUUNG TOTAL WIN!,1,positive,0.9297589659690857
66,Its awesome :),1,positive,0.9842768907546997
67,Proud iPad Air user since 2014,1,positive,0.9690672159194946
68,I'm saving for the iPad air just right now,1,positive,0.5360485315322876
69,"With no case, i feel like its going to break in any minute when im carrying it ",5,negative,0.8460756540298462
70,"Ipad air ""old"" but DIAMOND GOLD",39,positive,0.5195838212966919
71,I really want the iPad air 2 I'm going to be saving up money for it,1,positive,0.9732979536056519
72,Watching this on my iPad Air 2!,1,positive,0.5713567733764648
73,i love my iPad Air with ios 8.1 !,2,positive,0.9900652766227722
74,why do people hate the new iPad? it looks nice for me.,1,positive,0.3610982298851013
75,Oh look its the A7 chip. I din't expect that.,1,neutral,0.48442110419273376
76,Gonna get it on Black Friday!!!,1,positive,0.8490160703659058
77,Wow a bigger iPad mini with retina display.  ,1,positive,0.9753761887550354
78,"4 years later my iPad has started sweating doing some tasks, I wonder how a device once so powerful loses its power after sometime... sad",1,negative,0.8755414485931396
79,I love ipad air,1,positive,0.9797651171684265
80,Watching on iPad Air 2 to be exact for me.,1,neutral,0.6494012475013733
81,Time to buy the new iPad,1,positive,0.5223961472511292
82,"""battery life varies by use and configuration"" so it still sucks out battery life that fast? ",1,negative,0.8045658469200134
83,The iPad Air is great but the battery life isn’t that good though.,1,negative,0.6538907289505005
84,"Love to own the ipad air some day 
Have the Samsung galaxy tab 2.",1,positive,0.9537120461463928
85,I am beyond! I am typing on this yet-to-be beyond iPad Pro 12.9inch Retina.,2,positive,0.8393284678459167
86,still using it.. loving it,26,positive,0.9825716018676758
87,i want this :),1,positive,0.9542168378829956
88,actual innovation,1,positive,0.5239450335502625
89,Watching this on an original iPad retina ,1,neutral,0.8269104361534119
90,"Meanwhile Samsung is planning to put a 64 bit CPU on their devices, how convenient.",1,positive,0.8401282429695129
91,"Now, look how far we’ve come with the 3rd gen iPad Pro:)",2,positive,0.9838840365409851
92,love my ipad air 2,1,positive,0.9838136434555054
93,Ipad mini is the best ipad they have made yet,1,positive,0.9663702845573425
94,It's just like the iPad 4 retina display which I got it's just thinner and lighter... I'll stick to my iPad 4 retina display thanks which is still brand new I haven't own it for a year yet.,1,neutral,0.5307185053825378
95,"No joke
I still have the 1st generation iPadAir",3,positive,0.6311256885528564
96,Really cool!,2,positive,0.9667224287986755
97,"I will buy this iPad this one will be my first tablet,",1,positive,0.9565109610557556
98,I'm still using an iPad Air. I'm probably going to change it soon.,62,neutral,0.6637215614318848
99,"I'am hoping for the fingerptint scanner, but it doesn't have! :(",1,negative,0.8846582174301147
100,Because they have unlimited ipads to test and take the footage from when it doesn't break. ,1,neutral,0.7165194153785706
101,God bless Apple.,1,positive,0.9720003604888916
102,Still using it .....dope,1,positive,0.9071438908576965
103,Still I wonder what happenif they drop it on the other side.,1,neutral,0.7857694029808044
104,Yeah that looks nice but i'm going to get the note 10.1 2014 edition ...,1,positive,0.7356417179107666
105,WoooW amazing !!!!!!!!,1,positive,0.9839503765106201
106,Better wait with it since it might be more worthy to switch to Surface Pro 2 since I`m unsure if there is an Android Minecraft ;),1,positive,0.6670116782188416
107,"In Apple, things get smaller and lighter, thats not the case for samsung though",1,neutral,0.711016058921814
108,"Now i can finally say, IM WATCHING THIS ON MY IPAD AIR hahaha ",12,positive,0.9144107699394226
109,iPad Air Is Beast And Using it.,1,positive,0.8698955178260803
110,I really want the iPad Air 2 but I already have a iPad 4 and iPad mini 3,1,positive,0.7010658979415894
111,I really want it,2,positive,0.7949749827384949
112,10 hour battery life? Maybe if it's in sleep mode.,1,neutral,0.804975152015686
113,Awesome :D,1,positive,0.9802870154380798
114,fantastic,1,positive,0.9294728636741638
115,I will use this Ipad as a Frisbee. ,1,neutral,0.6546353101730347
116,"64 bit has been ""mainstream"" for awhile now",1,neutral,0.8865531086921692
117,You had me at iPad.,1,positive,0.5840327739715576
118,can they just please put some ports on it? looks like im going with Surface 2,1,neutral,0.49001380801200867
119,I love the way tge ipad just slips! Out of your bag,1,positive,0.9667256474494934
120,*awestruck* <3,2,positive,0.9096745252609253
121,"Right, years ago, 3 years ago they were thinking about the Ipad Air, right.....RIGHT....",1,neutral,0.7581564784049988
122,"Wait, THEY DONT BREAK WHEN THEY DROP?!",1,neutral,0.8376960754394531
123,dammit i want one i have a Samsung tab 3 but i want something better,1,negative,0.47952571511268616
124,ipad air is always gold product,3,positive,0.8916722536087036
125,"Arent they gonna call this the ""the newest ipad""? Lol",1,neutral,0.761128842830658
126,I have an IPad Air and watching this on it,1,neutral,0.7937829494476318
127,Watching on iPad air,308,neutral,0.8283430933952332
128,I really interest this new ipad air ,1,positive,0.9790939688682556
129,Awsome :D ,1,positive,0.9845781922340393
130,When is the release date?,1,neutral,0.9304923415184021
131,I want an iPad air,1,positive,0.5814030766487122
132,Like men Awesome iPad :3,1,positive,0.9691309928894043
133,I wonder if everyone in this video got a free iPad Air...,1,neutral,0.7495889663696289
134,"if he change it, iphone's looks will be change too",1,neutral,0.8238799571990967
135,The iPad Air has 3g/4g LTE support,1,positive,0.5661398768424988
136,They couldn't have made the apps free before I spent all my money on them?!,1,negative,0.7508888840675354
137,2014 watching on iPad 3.  2020 watching on iPad 7th Gen,1,neutral,0.8011650443077087
138,Anyone watching this while holding a iPad Air 3?,1,neutral,0.9019272327423096
139,I had that OG iPad air,1,positive,0.5342008471488953
140,Awesome,1,positive,0.9100021123886108
141,soon there should be the ipad pro,1,neutral,0.5258263349533081
142,yaaaay finnally got one its very good,2,positive,0.9783811569213867
143,"Apple : iPad Air 4th gen

YouTube : do you remember when the first iPad Air was out ?",3,neutral,0.8447310328483582
144,watched on Samsung Galaxy tap 4 but gonna get an Apple air 2,1,neutral,0.7279226183891296
145,Cool stuff.,2,positive,0.9498287439346313
146,stil great device,1,positive,0.9327325820922852
147,They reduced the battery size....lol,1,neutral,0.6404063701629639
148,im watching this on my ipad air,1,neutral,0.8409974575042725
149,"I know but we all have to move on, don`t we?",1,neutral,0.708915114402771
150,I'm on the iPad Air 1!,2,positive,0.6332487463951111
151,More excited about IOS 7.0.3 update... It`s already available,1,positive,0.9898293614387512
152,I have the iPad Air and I thought it had the a7x chip,1,neutral,0.7588818073272705
153,apples got there shit together....quality is #1  ,1,positive,0.8551604747772217
154,Welp. Time to switch to Android! :D,1,positive,0.8635920882225037
155,Watching on my iPad Air 2,1,neutral,0.6466062664985657
156,"My iPad Air is only to stay inside cause when I go outside, there is no internet! If I stay inside, there is internet",1,neutral,0.5092422366142273
157,I'm watching this on a iPad Air,2,neutral,0.7423105239868164
158,Watching this on iPad Pro lol,1,neutral,0.6189186573028564
159,Wow.it's thick!!!,1,positive,0.814660906791687
160,Like a boss,1,positive,0.6805793046951294
161,"apple must improve the specifications of iphone and ipad
the same specifications every year 
1 gb ram
dual core",4,neutral,0.5921237468719482
162,iPad Air needs Touch ID,1,neutral,0.7272061705589294
163,"They wont put ports on it, the device is too thin for it. Apple wants their products to be as portable as possible, Microsoft wants their products to have more productivity by having a USB port. Trade-offs with each. ",1,neutral,0.6127102971076965
164,I got my ipad air dad gave it to me anyways its old! And i am using it right now!,1,positive,0.5865943431854248
165,Still using ipad air 1 on oct 2018 on ios 12,1,neutral,0.8381990194320679
166,"if apple make touch id for this ipad, nobody will buy an iphone 5s",1,negative,0.5260766744613647
167,Watching on my IPad Air 2,1,neutral,0.7573773264884949
168,"haha, got one yesterday, 15th of July  and liking it, i tbought it was a ipad 3 from my parents, can u transfer everything from the old ipad2 to a computer via ios in itunes at home next week.",1,positive,0.9336785674095154
169,I want!,1,positive,0.7730076313018799
170,Improve the battery life for IPad 4!  iOS 7 is ruining it,1,negative,0.6815999746322632
171,Watching this on my 10.5” iPad pro Wi-Fi+cellular 256gb space grey.,8,neutral,0.7507926225662231
172,"My high school still use the first generation of iPad… But now isn’t powerful, always bug",1,negative,0.5884997844696045
173,"Brace yourselves, the ipad air parodies are coming.",1,neutral,0.6752412915229797
174,Watching on my iPad pro 10.5,1,neutral,0.6402758955955505
175,LTE nano sim card slot is avaible for this device too,1,neutral,0.7055742740631104
176,"You could literally just repost this in a years time but dub ""iPad Air 2"" over it",11,neutral,0.6571868062019348
177,"Ohmygod,just give it a rest with the iPads ._.",1,negative,0.8218787908554077
178,"these guyz are so rich , they got this ipad before it has released!",1,positive,0.754628598690033
179,it is also the most expensive tab xD,1,negative,0.5329916477203369
180,Retina display!?!? No?! So it's a big iPad mini? I'm using the iPad mini right now. I bought this after I sold my iPad 2. Why would I upgrade to a big iPad mini with NO retina display if that's what this is?....c'mon apple....all the processing power and still no retina display.,1,negative,0.6808037161827087
181,wow soo so cool,1,positive,0.9661194086074829
182,Before I forget I would like to hear more Comments from actual Surface (Pro) Users as from iPad User too. Why are you prefering an iPad or an Microsoft Device? What made you switch or buy one of those Devices?,2,neutral,0.7751399278640747
183,Watching on an iPad Air 2,2,neutral,0.7005679607391357
184,I AM GETTING an iPad air,1,positive,0.7898346781730652
185,I'm still using this ipad,1,neutral,0.7099199891090393
186,How the hell was he using the iPad Air wifi version at the tip of the mountain???,6,negative,0.7844368815422058
187,To be honest those that follow afterwards are most of the time boring as hell. I prefer those that are getting released ahead of the Presentation since often they are close to the truth or get a few Features right.,1,negative,0.6244954466819763
188,i cant wait for the parody videos that come after these videos lol,1,positive,0.9358153939247131
189,"You guys know how to make marketing...
Take my money.",29,negative,0.5902230739593506
190,Watching on ipad pro 11 haha,1,positive,0.6458812355995178
191,i will buy a iPad air for my 13th birthday it should be next year,1,positive,0.7929415702819824
192,Soon Apple will be selling air and people will still buy it,1,neutral,0.5912722945213318
193,Now I have too see a commercial to see a commercial!,1,neutral,0.5397994518280029
194,...And the apple herd begins the blind-folded line-up...,1,neutral,0.7938920259475708
195,Thanks for stepping by. Could you tell us what Features are missing?,1,neutral,0.6344789266586304
196,Watching on an iPad Air,1,neutral,0.7461374998092651
197,Dude. It has retina display. Go to their webby and check it out..,1,neutral,0.7381247282028198
198,"i always thought this ipad was an awesome device back then in 2013…
i’m using an ipad 8th gen rn and i love it very much ",3,positive,0.986155092716217
199,Like men Awesome iPad :3,1,positive,0.9691309928894043
200,hahaha I don't own an iPad but now it can be possibility,1,positive,0.49923235177993774
201,apple was hit with him.,1,neutral,0.7633112072944641
202,iPad Air is back!,1,positive,0.9029039740562439
203,Watching this video on my 8yr old IPAD AIR 1,2,neutral,0.7946189045906067
204,Well they now have 128 gb,1,neutral,0.7821013331413269
205,Yo me la comprare,1,neutral,0.801488995552063
206,The iPhone 5s is just as powerful but has a smaller screen.,2,positive,0.663614809513092
207,Watching on iPad 6th gen,1,neutral,0.7458300590515137
208,after I save up for my iPhone 5C I will buy an iPad Air,2,neutral,0.5791292190551758
209,Watching on my ipad pro 11 inch,1,neutral,0.6184887290000916
210,I didn`t say that Call of Duty or Battlefield is better. I enjoy playing both Games. A Game doesn`t have to be better to make me enjoy it. If i`m enjoying the Core Gameplay of a Game i don`t care if it has an Call of Duty or an Battlefield Logo. ,1,positive,0.7093254327774048
211,"Lol Its because he did all these videos on the same day. ""okay were doing the ipad air video next then next ipod touch"" haha",1,positive,0.5002352595329285
212,surface pro. For the same price you get a tablet with full windows. ,1,neutral,0.6727097034454346
213,Watching on iPad Air 4,3,neutral,0.7097303867340088
214,You are right. Let`s switch back to Android vs. iOS ;-),1,positive,0.6425204277038574
215,What is that for a game in 1:47? Can somebody say that to me? It looks interesting :),1,positive,0.9153447151184082
216,LTE...who the hell uses Wi-Fi these days? ,1,negative,0.8599403500556946
217,ipad mini air ftw ,1,neutral,0.7607035040855408
218," Getting This ipad is like having the same ipad 1/2/3/4 over and over 
_ ",1,neutral,0.6543833613395691
219,Watching on an iPad Pro,2,neutral,0.7426865696907043
220,Watching on iPad Air 2,1,neutral,0.6994820237159729
221,Watching on iPad Air 2,1,neutral,0.6994820237159729
222,bro went from showing apple devices to playing mobile games,1,neutral,0.7215322256088257
223,Watching on iPad Air 2,1,neutral,0.6994820237159729
224,I’m watching with my cracked iPad Air 2,1,neutral,0.689802348613739
225,и сколько такой стоит?,1,neutral,0.8751920461654663
226,new iPad Air... lol Next year :D,1,positive,0.9449754953384399
227,qiero unooooo,1,neutral,0.8029714226722717
228,I JUST WANNA EAT IT DON'T KNOW WHY !,1,positive,0.4772684574127197
229,ya but apple wants you to focus on how thin and light it is. who cares make it do something that nothing else does. ,1,negative,0.5886353254318237
230,Still have this in 2021,1,neutral,0.8195175528526306
231,"0:31-0:34 ""We actually started work on this product years ago"". HOW DOES THAT MAKE ANY SENSE? ",1,negative,0.6901649832725525
232,I am from the future watching this on the new 2018 I pad pro 3rd gen with the gen pencil,1,positive,0.5874121785163879
233,It also have new specs? :> practily the same stuff as other phone tbalet companies do,1,neutral,0.7935718894004822
234,what the hell it looks the same and they make it as if they did a huge change,1,negative,0.8273677229881287
235,Watching the iPad Air on my iPad air,3,neutral,0.5953220725059509
236,the same thing... i don`t see whats new oe unseen in that ipad,1,negative,0.6088593006134033
237,IPad air is good for gaming in 2022! Im Playing pubg with 60fps good specs,1,positive,0.9672489762306213
238,When i buy a ipad the next day comes a new o e,1,neutral,0.6088685989379883
239,This seems cool but the guy said hard to maintain low batter !? O;,1,neutral,0.4938751757144928
240,Watching on iPad air,1,neutral,0.8283430933952332
241,The way those people advertise their products really seem misleading,1,negative,0.856087327003479
242,Next is IPhone Air! XD,1,positive,0.8841641545295715
243,this doesn't have AR gaming :-(,1,negative,0.8724669218063354
244,He was the only thing i liked about apple (nearly),1,positive,0.8964436054229736
245,"people are still falling over apple 
why not ubuntu touch or sailfish os 
but you know im pretty sure you never herd of these systems",1,negative,0.7036029100418091
246,Guys i got this today and i bought smart case(blue one),1,neutral,0.5874037742614746
247,Watching on it lmao,1,neutral,0.8343138694763184
248,i like ipad mini 3,1,positive,0.9279046654701233
249,good thing!!!!,1,positive,0.9687486886978149
250,It has a headphone jack!,2,positive,0.7379758358001709
251,Ipad mini have the a7 chip to and it have 64 bit the ipad mini 2 is faster than the ipad 4,1,positive,0.8346073031425476
252,"for us long time apple users this is just a bigger version of ipad mini , lm shocked that u started the project years ago , thats very embarrassing , lm glad u said there is nothing special about it",1,negative,0.8917169570922852
253,watching on ipad pro,1,neutral,0.7466357350349426
254,"They do make beautifully designed products, I must admit. But they keep fucking their customers by holding back on hardware until ""next year!"" Then they hype about it when it comes out. I bet these guys already have the next 3 generations of iPads designed and blueprinted at the Apple HQ because they hold back to the consumer so much. lol",1,negative,0.7190629839897156
255,Imagine if you fall on your back :3 ,1,neutral,0.506301760673523
256,"when Steve jobs was the boss apple used to announce new products every 2 or 3 years.
but now they bring new product every 4, 5 months.
you buy iphone 5 and after a few months there's iphone 5s and 5c.",1,neutral,0.6786100268363953
257,My iPad Air 1 was damaged the battery was damaged and the the gmail was not working and I was not able to install any app in my iPad Air 1 but luckily my fathers friend fixed my iPad Air 1 and now I am still using the iPad,2,negative,0.6198011636734009
258,I had this ipad,1,neutral,0.6179347634315491
259,I still have a mini from 2012 ,5,neutral,0.7752165794372559
260,"But, what's the newest really?",1,neutral,0.8846728801727295
261,I have an iPad Air 2 and the battery life doesn't last 10 hours.....,14,negative,0.7695766687393188
262,iPhone Air? before iPhone 6? lol,1,neutral,0.7634432911872864
263,IM watching ON my ipad air,1,neutral,0.7252650260925293
264,GarageBand is free now!! Just bought it a few days ago,2,positive,0.8945306539535522
265,What is the air plane game that guy is playing?,1,neutral,0.6431295871734619
266,I want this ipae,1,positive,0.7109752893447876
267,I'm fine with my I pad 2 thanks,1,positive,0.7698020339012146
268,"The game at 1;49, what is it?",1,neutral,0.9481013417243958
269,IPad air 2 user here!,3,neutral,0.6925914287567139
270,so true,1,positive,0.512988269329071
271,what's the name of the program in 1:30 and 1:40 ?  @TouchGameplay  ,1,neutral,0.9604628682136536
272,"Only an ignorant person would think that iPad is the best option out there...  Different people have different perspective.  Some people might not care 'bout the USB, but some people actually do.  In addition, turning an iPad into a something that is everyday use is much more expensive than the Windows Surface 2.  In my comment, I did not bash anything 'bout the iPad.  I am also a fan of Apple... I just thought that as a college student, it is cheaper to get the Surface 2 instead of the iPad Air",1,negative,0.47103267908096313
273,this could of came out five years ago.. meaning its already five years old..CRAP,1,negative,0.8550418615341187
274,Watching on iPad two,1,neutral,0.7786113619804382
275,Who's watching on a iPad Air?,2,neutral,0.8504750728607178
276,so true,1,positive,0.512988269329071
277,If theres no touch id it sucks,1,negative,0.9002086520195007
278,Where is the air 2 trailer,1,neutral,0.7084813117980957
279,I have the air 2,2,neutral,0.7958734631538391
280,Wow,1,positive,0.699230968952179
281,ever heard of 4G genius it's every where.........every...where ,1,neutral,0.4563179612159729
282,Ps4 or iPad air? Ps4 or iPad airrr....hmmmmm such a hard choice between a next gen console with awesome games and a thinner iPad that does less than my nexus 7,1,neutral,0.3912924528121948
283,iPad 5 = iPad Air.,1,neutral,0.7055329084396362
284,You're asking people to compare two completely different devices ,1,neutral,0.5058212876319885
285,whos watching on their ipad air!?,1,neutral,0.9153493046760559
286,118 people just bought an ipad mini,1,neutral,0.7562342882156372
287,I'm on the Air 2,1,neutral,0.8328920602798462
288,not bad apple not bad.....,1,positive,0.7767154574394226
289,The apps aren't even free yet...,1,negative,0.6014650464057922
290,Anyone watching this in 2019,78,neutral,0.9245453476905823
291,"Yes, Thanks :)",1,positive,0.9518108367919922
292,"Steve Jobs come back, apple is shit without you :(",1,negative,0.8079721331596375
293,"Okay, when did apple stop trying? Really people? iPad Air? wtf... -_-",1,negative,0.8394719958305359
294,Super,1,positive,0.660462498664856
295,Who noticed that jon ive always wear the same shirt hehe,1,neutral,0.5217716097831726
296,Ten test pádu bude fake :D,1,neutral,0.5885275602340698
297,I am watching on ipad pro,2,neutral,0.7365178465843201
298,Is iPad air instead of iPad 5,3,neutral,0.7940945029258728
299,on every NEW bought device ..,1,neutral,0.785489022731781
300,"I know it's not bad to just make it smaller and lighter.... sure way to go...
But thats it? Fucking A smaller Lighter and 64bit... sure as hell no other tablet out there got that! 
About as innovative as a coffee shop, heres coffee with less Suger, heres coffee with PIN-FREAKING-APPLE! big whoop.",1,negative,0.6030089259147644
301,All I'm interested in is RAM!!!! Fail!,1,negative,0.8456089496612549
302,i have ipad air 2,2,neutral,0.5986912250518799
303,Come On Windows And Android Their Trying To Compete With Us.....Although The Galaxy Note 3 Will Kill The iPad It Self!!!!!!!!!!!!,1,neutral,0.395431250333786
304,easy wifi + callular :D  ,1,positive,0.9617182016372681
305,"i always wonder, they never face the camera, who da fuck are they talking to?",1,negative,0.824917197227478
306,"heres an idea apple, how about instead of making the same thing with a different look.. Actually try and make something completely new?",1,neutral,0.6838842630386353
307,what game is tat played like a jet ?,1,neutral,0.8997915387153625
308,THEY SAW THAT APPLE SUCKS NOW BUT IM STILL AN APPLE FAN,1,negative,0.5893166065216064
309,I have ipad mini and im not going to buy this one because is no DIFFERENCE,1,neutral,0.43498337268829346
310,It's ipad air not 5,1,neutral,0.7574832439422607
311,I’m watching on iPad Air..........2,1,neutral,0.8289222717285156
312,The only reason i would buy it is just I like voice tone of vice president. HAHA,1,positive,0.789443850517273
313,I have it,1,neutral,0.666201651096344
314,I'm on iPad Air 2,2,neutral,0.5816212296485901
315,Couldn't they have made an original name instead of copying the macbooks?,1,neutral,0.5111764073371887
316,"I just woke up from a nap and I see this, $199 or nothing apple, can't charge for the price of a ps4 or a vita and 3ds together",1,negative,0.6796869039535522
317,No kids ipad!,1,neutral,0.5982695817947388
318,@ 2:08 Supports LTE...,1,neutral,0.9265065789222717
319,Ipad air ?!?!?!? Rlly wats nxt ipod air o_0,1,neutral,0.6465609669685364
320,Colorful,1,positive,0.7966460585594177
321,1:48 RIP Metalforce Online,5,neutral,0.5974746346473694
322,I play both Games Call of Duty and Battlefield. What makes you believe that Call of Duty is just an Copy & Paste Game or that the iPad Air is just an Copy & Paste Android Clone?,1,neutral,0.776227593421936
323,I don't se why they couldn't have called this the iPad 5,4,neutral,0.5429595112800598
324,Jony Ive said it's not that precious,1,negative,0.4989717900753021
325,I have ipad air,1,neutral,0.6561874151229858
326,"IPAD MINI ,,,,,,!,!,!!!!",1,positive,0.8726180195808411
327,I have an ipad air space gray,1,neutral,0.6919233202934265
328,Best,1,positive,0.7589758634567261
329,Perfect quality for c-ops,1,positive,0.861452043056488
330,"Rofl he said iPad ""EAR""",7,neutral,0.690740168094635
331,Ya I've also noticed that :P,1,positive,0.5958771705627441
332,I have a iPad Air 1,2,neutral,0.5976078510284424
