,comment,likes,label,score
47,"well not at all convincing enough for me to buy an iPhone, I buy an iPhone because I want, not because apple wants me to....",,NEGATIVE,0.9996626377105713
48,Song anyone?,,NEGATIVE,0.9715232849121094
49,yo who is Jorge s. she has a beautiful smile,3.0,POSITIVE,0.999850869178772
50,Its very Sad that certain individuals in these comments overlook the Beauty and the Overall Message of this,,NEGATIVE,0.9974409341812134
51,AYA SATO AAAAA,,NEGATIVE,0.9051060676574707
52,why did she have to die man,1.0,NEGATIVE,0.9358395338058472
53,i love this ad so much but hate apple aha,1.0,NEGATIVE,0.9897594451904297
54,The reason Apple used the pics of Monk and Farmer from India - because Apple could not afford to pay for Photographs of Scientist of India who sent the rocket to mars in the first attempt at 1/10th the budget of NASA.,7.0,NEGATIVE,0.9966050386428833
55,"it's actually pretty stupid how apple can afford to do such mistakes. of all the included people in this video, peasants and farmers are least likely to buy the ""extremely overhyped and over expensive"" iphones. What a stroke of absolute ""lunatic move"" by apple.",,NEGATIVE,0.9997708201408386
56,first pic who is the model,,POSITIVE,0.9912179112434387
57,"Narration by Cleveland Brown :)
Thank me later",1.0,POSITIVE,0.9996052384376526
58,Cute girls in here,,POSITIVE,0.9998156428337097
59,Who is the girl in the picture by Jorge S. D:,1.0,POSITIVE,0.9596633315086365
60,"Wow, I was the only person who didn't give a shit on how there were no white people.",2.0,POSITIVE,0.9700323343276978
61,Sigh.  I'm gonna throw up.,,NEGATIVE,0.9985345602035522
62,Who gives a crap if it's shot on a phone? This Apple bollocks is not important. It could be shot on a fifty year old camera or an instant polaroid. Apple need to sod off and stop being pathetic.,,NEGATIVE,0.9990323781967163
63,I hate the voice in this ad!,,NEGATIVE,0.9997584223747253
64,Forgetful,,NEGATIVE,0.9978773593902588
65,"this is some POZ'd Diversirty  globalist propaganda,,,, WE ARE NOT ALL THE SAME,,, NOT EVEN CLOSE.",,NEGATIVE,0.9984160661697388
66,Powerful,3.0,POSITIVE,0.9998699426651001
