,comment,likes,label,score
67,Can someone drop the answers tho,2.0,NEGATIVE,0.9961607456207275
68,Hate apple love this commercial...good job advertising team,,NEGATIVE,0.992168128490448
69,"soo... I am in band and I guess I am marching wrong, because I have an instrument, not an iPad. I can't wait to roll up to a competition and realize I forgot my Apple iPad Air",,NEGATIVE,0.9993687272071838
70,Y’all wanna like drop the answers ,64.0,POSITIVE,0.8798466324806213
71,lol everyone had to watch this for english lmao,3.0,POSITIVE,0.9804974794387817
72,had to do this for an essay smh,3.0,NEGATIVE,0.9981266856193542
73,What kings players are those?,,NEGATIVE,0.9874811768531799
74,someone need to drop answers tho,10.0,NEGATIVE,0.9981060028076172
75,Checking out early is not good,,NEGATIVE,0.9997592568397522
76,a true guinius like steve jobs ,13.0,POSITIVE,0.9921844601631165
77,"Too bad Apple isn’t the same company as  when this commercial aired. Money money money, that’s all that matters to Apple now. Apple was a brilliant but brief shining flame, soon extinguished.",,NEGATIVE,0.9949089884757996
78,Why are you guys here for English class? I was just looking for that add with the pencil and the ipad,,NEGATIVE,0.993263840675354
79,who still watch ?,,NEGATIVE,0.9930964112281799
80,I think a lot of people are coming from english/ELA classes (Like me),6.0,POSITIVE,0.8121016621589661
81,It seems like everyone is watching this for English. Including me.,3.0,NEGATIVE,0.9196714162826538
82,I bet ill see someone from my school here,3.0,NEGATIVE,0.9955710768699646
83,What is the soundtrack that is playing in the background?? Anyone? Please!!,,NEGATIVE,0.9972928166389465
84,Send the answers for anyone that finished the English assignment,5.0,NEGATIVE,0.9731061458587646
85,so everybody does this for english and nobodys gonnna drop the answers,4.0,NEGATIVE,0.9978918433189392
86,anyone got the answers lmfaooooooooo,1.0,NEGATIVE,0.9716101288795471
87,Elijah is krusty,,NEGATIVE,0.9975417852401733
88,anyone else here from mrs salmon,,NEGATIVE,0.9845549464225769
89,hahaha i need answers,,NEGATIVE,0.9937398433685303
90,why is that not weird that someone is talking about life who actually killed himself? I still cannot  understand that and cannot relate at all,3.0,NEGATIVE,0.9972965121269226
91,English hw during quarantine gang where u at,8.0,NEGATIVE,0.9903485774993896
92,U r beautiful Robin!,,POSITIVE,0.9996695518493652
93,Is this the track from DPS or did he rerecord it?,2.0,NEGATIVE,0.9994279742240906
94,Caldecott gang baby,,NEGATIVE,0.8880541920661926
95,AP English gang?,8.0,NEGATIVE,0.9961830973625183
96,Anyone know what music is in the BG?,1.0,NEGATIVE,0.9986175298690796
97,English class,1.0,POSITIVE,0.9968998432159424
98,Hey guys!,,POSITIVE,0.999582827091217
99,anyone whos here in 2020 can yall like drop the answers pls and thank you ,6.0,POSITIVE,0.9981706142425537
100,English teacher is an apple shill??,,NEGATIVE,0.9938099980354309
101,It’s so manipulative to use such words to sell an apple product. Pisses me off!,,NEGATIVE,0.99968421459198
102,Qhs 23 mr halls class ryley was here,1.0,POSITIVE,0.9928962588310242
103,Hola a todos los que vean esto por la tarea soy Roberto,1.0,NEGATIVE,0.7565200924873352
104,Hahahahahaha lol hey people,,POSITIVE,0.9515200257301331
105,"I had to watch this for English class, I fuckin hate poetry",,NEGATIVE,0.996557891368866
106,Who ever is reading this your krusty,6.0,NEGATIVE,0.9982283711433411
107,English class?,2.0,NEGATIVE,0.7606785893440247
108,I love the gays,1.0,POSITIVE,0.9995310306549072
109,Herro,,POSITIVE,0.9805841445922852
110,sup,,NEGATIVE,0.970773458480835
111,What a bullshit commercial,1.0,NEGATIVE,0.9996466636657715
112,Who down votes this?,,NEGATIVE,0.9978066086769104
113,Robin Williams kinda sucked in everything except for like 3 movies,,NEGATIVE,0.9989571571350098
